64 , 14718.6803 , 16075.2815 , 32394.6048 , 28637.4993 
100 , 14436.1565 , 16102.9340 , 23759.1043 , 22873.3559 
128 , 14688.0167 , 16463.7628 , 19276.5410 , 19281.2916 
1024 , 14428.1813 , 16224.3810 , 20871.8879 , 20966.1357 
2000 , 14504.3590 , 15839.1083 , 629.0571 , 584.9886 
2048 , 14429.0903 , 15584.2802 , 9685.4119 , 10190.5511 
3000 , 13930.3161 , 15543.4719 , 299.8772 , 297.0036 
4000 , 14818.2819 , 16288.3639 , 565.1283 , 579.3006 
5000 , 14489.9975 , 16191.8031 , 10759.7308 , 13082.3498 
