64 , 0.000015 , 0.000010 , 0.001985 , 0.002017 
100 , 0.000015 , 0.000011 , 0.002051 , 0.002133 
128 , 0.000015 , 0.000011 , 0.001912 , 0.001905 
1024 , 0.000015 , 0.000010 , 0.002042 , 0.002031 
2000 , 0.000015 , 0.000010 , 0.001929 , 0.001922 
2048 , 0.000015 , 0.000010 , 0.001902 , 0.001954 
3000 , 0.000015 , 0.000010 , 0.001895 , 0.001897 
4000 , 0.000015 , 0.000010 , 0.001898 , 0.001930 
5000 , 0.000015 , 0.000010 , 0.001973 , 0.001926 
