64 , 2166.8941 , 0 , 3147.0495 , 0 , 2144.3795 , 0 , 2192.1677 , 0 
100 , 2119.1284 , 0 , 3152.0248 , 0 , 2076.5606 , 0 , 2206.5883 , 0 
128 , 2116.0763 , 0 , 3148.4703 , 0 , 2198.3941 , 0 , 2146.2262 , 0 
1024 , 2167.9876 , 0 , 3150.0709 , 0 , 2213.0920 , 0 , 2177.2787 , 0 
2000 , 2134.6806 , 0 , 3166.8617 , 0 , 2073.8285 , 0 , 2075.7816 , 0 
2048 , 2121.2170 , 0 , 3137.3232 , 0 , 2211.6672 , 0 , 2145.3622 , 0 
3000 , 2146.2442 , 0 , 3123.6420 , 0 , 2210.7859 , 0 , 2159.2061 , 0 
4000 , 2103.6445 , 0 , 3136.0955 , 0 , 2212.4943 , 0 , 2139.0361 , 0 
5000 , 2113.4321 , 0 , 3149.1781 , 0 , 2043.7826 , 0 , 2074.3157 , 0 
